TICKET,FECHA,IDESTADO,IDCIUDAD,IDTIENDA,IDEMPLEADO
00010632,2021-01-19,2,15,94,42
00010633,2022-07-30,14,3,97,1
00010634,2020-02-11,11,8,24,37
00010635,2022-07-30,31,9,44,94
00010636,2020-08-07,24,11,14,55
00010637,2022-05-30,24,10,64,56
00010638,2022-06-29,8,15,34,64
00010639,2020-10-30,15,15,2,62
00010640,2022-07-30,28,13,11,47
00010641,2022-10-30,7,3,36,72
00010642,2021-05-30,25,14,79,89
00010643,2021-01-29,30,5,85,33
00010644,2022-04-13,28,11,71,13
00010645,2020-10-30,17,15,2,68
00010646,2020-07-30,25,7,7,19
00010647,2022-04-23,18,9,84,30
00010648,2022-08-17,28,6,44,73
00010649,2020-11-07,12,3,4,88
00010650,2021-01-27,15,12,85,79
00010651,2021-12-15,3,17,57,95
00010652,2020-09-27,13,16,20,89
00010653,2021-05-30,6,8,60,9
00010654,2020-03-31,8,14,59,42
00010655,2020-06-20,24,20,54,57
00010656,2021-12-22,17,10,36,63
00010657,2020-06-23,3,5,58,69
00010658,2020-09-05,20,4,15,91
00010659,2021-09-15,12,16,7,83
00010660,2020-08-28,24,1,13,40
00010661,2022-01-09,20,11,95,73
00010662,2020-08-15,3,11,10,7
00010663,2022-10-30,15,13,88,37
00010664,2021-02-17,21,17,7,78
00010665,2020-01-03,5,6,74,46
00010666,2020-09-21,32,5,59,4
00010667,2022-10-30,25,11,99,9
00010668,2022-11-04,20,3,2,77
00010669,2021-11-24,4,8,24,13
00010670,2020-08-03,24,13,68,6
00010671,2022-08-30,15,18,90,50
00010672,2022-05-01,28,15,3,88
00010673,2021-10-30,6,20,38,97
00010674,2020-02-16,23,18,29,14
00010675,2022-05-30,24,9,74,99
00010676,2020-06-15,32,16,75,70
00010677,2022-08-11,18,20,29,92
00010678,2022-03-12,1,8,94,25
00010679,2020-10-30,6,4,22,9
00010680,2021-01-22,3,12,36,86
00010681,2022-06-18,16,16,50,89
00010682,2021-08-15,12,6,58,17
00010683,2021-11-10,7,6,39,40
00010684,2020-04-17,13,9,99,14
00010685,2021-09-18,17,4,53,18
00010686,2022-01-08,16,3,79,15
00010687,2021-01-04,14,12,77,73
00010688,2022-04-20,17,2,25,8
00010689,2020-01-31,10,16,63,92
00010690,2022-10-30,3,16,40,27
00010691,2020-01-24,7,16,13,33
00010692,2020-11-02,32,10,4,74
00010693,2020-12-04,21,2,93,100
00010694,2020-10-30,8,9,58,54
00010695,2021-01-10,32,9,43,85
00010696,2020-06-08,10,5,62,86
00010697,2021-08-16,13,1,43,61
00010698,2022-07-30,19,5,16,24
00010699,2020-01-28,16,4,63,14
00010700,2022-01-22,22,18,6,16
00010701,2021-08-15,8,12,5,44
00010702,2022-09-03,30,15,12,45
00010703,2022-01-17,8,7,98,65
00010704,2021-01-05,10,17,78,40
00010705,2021-01-26,19,5,48,11
00010706,2020-11-22,18,2,25,18
00010707,2021-01-31,19,7,19,54
00010708,2020-04-11,10,18,64,86
00010709,2022-09-02,8,18,62,32
00010710,2022-07-30,25,18,37,22
00010711,2021-11-07,31,18,45,90
00010712,2021-05-01,9,1,11,45
00010713,2021-04-14,18,11,48,54
00010714,2022-11-24,9,17,21,43
00010715,2021-01-28,16,7,53,72
00010716,2020-09-16,19,16,91,63
00010717,2022-07-30,21,2,89,57
00010718,2021-10-30,4,9,67,8
00010719,2022-05-30,9,16,33,6
00010720,2020-03-04,29,2,73,76
00010721,2021-02-07,6,16,36,100
00010722,2022-11-08,6,6,99,12
00010723,2022-06-21,29,4,3,49
00010724,2021-02-16,9,20,80,31
00010725,2020-10-30,27,9,57,93
00010726,2022-03-25,22,2,77,36
00010727,2022-09-22,19,10,54,45
00010728,2022-06-30,24,16,13,99
00010729,2022-02-25,29,15,37,61
00010730,2020-10-30,3,3,29,98
00010731,2022-02-28,18,5,23,13
00010732,2022-06-08,8,12,96,51
00010733,2022-03-30,5,1,87,98
00010734,2020-05-30,27,17,59,79
00010735,2022-03-08,6,7,84,4
00010736,2020-06-10,4,12,45,26
00010737,2022-10-30,27,8,93,54
00010738,2021-06-22,21,12,97,21
00010739,2022-06-19,9,13,23,68
00010740,2021-01-26,20,3,46,34
00010741,2021-02-28,14,7,6,92
00010742,2022-05-30,4,1,3,67
00010743,2021-09-05,20,15,69,7
00010744,2020-01-12,25,4,63,88
00010745,2022-10-30,22,6,86,23
00010746,2022-01-07,2,16,17,24
00010747,2021-02-28,24,7,46,99
00010748,2020-10-30,29,10,29,75
00010749,2020-10-30,1,3,1,47
00010750,2022-08-15,32,10,51,92
00010751,2020-10-30,19,9,49,55
00010752,2022-12-22,8,14,17,63
00010753,2022-07-30,8,2,34,41
00010754,2022-05-30,29,2,94,57
00010755,2022-09-23,17,4,32,71
00010756,2020-05-30,9,7,68,3
00010757,2021-05-30,12,12,67,3
00010758,2021-10-30,7,6,71,43
00010759,2020-05-30,2,14,90,74
00010760,2022-12-14,24,1,26,88
00010761,2020-05-30,15,6,76,87
00010762,2021-06-26,27,8,74,63
00010763,2020-01-14,11,14,38,82
00010764,2021-09-05,20,19,52,73
00010765,2021-11-08,29,17,76,32
00010766,2022-09-26,9,5,87,73
00010767,2021-02-28,32,8,52,10
00010768,2020-10-30,1,17,65,11
00010769,2020-05-30,20,9,6,87
00010770,2022-04-02,14,15,79,85
00010771,2022-02-25,28,2,23,34
00010772,2021-09-28,27,8,88,37
00010773,2020-02-06,11,1,41,13
00010774,2022-07-30,20,12,33,89
00010775,2020-01-22,30,7,34,18
00010776,2022-03-13,3,3,97,80
00010777,2020-02-28,23,9,69,51
00010778,2021-11-14,11,18,41,75
00010779,2020-04-09,21,1,78,41
00010780,2020-11-05,20,8,20,74
00010781,2022-07-30,11,3,29,59
00010782,2020-01-05,21,9,74,88
00010783,2022-10-30,7,10,27,22
00010784,2021-09-07,6,4,49,11
00010785,2020-07-30,11,15,85,30
00010786,2022-08-08,28,15,49,68
00010787,2020-02-16,7,5,35,49
00010788,2020-10-30,30,2,5,16
00010789,2020-11-20,6,7,48,2
00010790,2021-05-30,21,1,91,24
00010791,2022-10-30,7,3,54,22
00010792,2022-09-18,28,20,22,3
00010793,2021-09-04,1,17,8,18
00010794,2021-08-23,13,19,65,38
00010795,2020-10-30,18,11,83,31
00010796,2020-01-26,23,13,8,99
00010797,2021-02-03,5,14,37,33
00010798,2020-01-22,31,3,44,20
00010799,2021-11-23,16,10,90,7
00010800,2020-12-04,32,20,60,35
00010801,2022-12-08,12,3,94,94
00010802,2021-09-17,12,4,47,21
00010803,2020-11-08,21,3,73,35
00010804,2021-12-30,2,1,76,17
00010805,2020-01-12,19,6,13,51
00010806,2021-11-02,29,11,63,3
00010807,2021-11-07,31,3,58,61
00010808,2021-03-13,11,15,11,51
00010809,2020-04-28,15,17,61,15
00010810,2022-02-04,32,6,68,87
00010811,2021-07-30,20,3,34,77
00010812,2022-08-23,8,8,80,60
00010813,2020-10-30,29,2,78,100
00010814,2020-10-30,18,10,21,5
00010815,2020-07-30,15,11,81,37
00010816,2021-03-08,1,17,100,5
00010817,2021-03-23,7,9,21,89
00010818,2022-06-29,3,8,60,3
00010819,2020-01-15,18,2,86,74
00010820,2022-12-14,7,20,70,87
00010821,2022-07-30,23,16,20,32
00010822,2022-01-31,24,4,10,41
00010823,2020-05-30,25,17,42,22
00010824,2021-09-25,12,5,66,60
00010825,2022-04-07,17,17,85,51
00010826,2021-06-05,20,17,42,43
00010827,2021-08-02,14,1,23,39
00010828,2020-04-12,21,16,91,41
00010829,2020-07-30,22,13,80,55
00010830,2022-12-11,29,10,30,32
00010831,2022-12-15,18,6,60,17
00010832,2021-10-30,22,2,93,85
00010833,2022-08-10,5,11,54,100
00010834,2020-12-03,25,19,69,92
00010835,2021-05-30,20,15,97,23
00010836,2022-06-29,13,12,77,4
00010837,2020-04-18,4,6,1,84
00010838,2022-07-30,7,13,72,8
00010839,2021-01-22,22,9,53,50
00010840,2022-11-09,21,18,72,88
00010841,2022-07-30,12,2,5,63
00010842,2022-11-10,30,6,97,43
00010843,2021-10-30,12,17,10,47
00010844,2022-01-05,26,18,90,61
00010845,2021-09-12,30,17,53,54
00010846,2020-02-26,2,5,61,79
00010847,2022-05-30,10,8,36,78
00010848,2022-06-11,11,20,23,34
00010849,2022-06-28,3,15,7,37
00010850,2021-02-28,19,15,53,75
00010851,2022-09-04,18,11,17,89
00010852,2020-03-12,6,18,20,17
00010853,2021-05-30,23,9,97,60
00010854,2021-11-08,12,3,32,34
00010855,2020-01-24,30,16,92,99
00010856,2022-09-05,16,4,34,11
00010857,2022-08-22,11,20,93,68
00010858,2022-01-02,19,8,94,49
00010859,2020-10-30,2,20,30,46
00010860,2022-10-30,11,2,1,14
00010861,2022-01-14,4,18,12,95
00010862,2022-10-30,22,10,96,57
00010863,2020-05-30,5,13,67,89
00010864,2022-01-29,30,18,76,53
00010865,2022-10-30,29,8,37,73
00010866,2020-11-03,30,6,70,81
00010867,2021-06-11,3,7,54,55
00010868,2021-05-01,5,10,62,38
00010869,2020-08-01,31,16,33,25
00010870,2021-08-09,14,17,43,55
00010871,2020-11-21,29,3,44,18
00010872,2021-08-07,21,20,48,38
00010873,2021-08-28,25,7,5,4
00010874,2022-06-14,6,20,59,38
00010875,2021-02-07,2,1,53,52
00010876,2020-03-04,19,5,8,20
00010877,2022-06-23,19,15,20,42
00010878,2021-11-23,15,18,74,74
00010879,2020-09-13,27,10,95,66
00010880,2022-10-30,1,15,91,31
00010881,2020-05-30,5,8,55,4
00010882,2022-03-05,15,11,79,14
00010883,2020-11-27,32,16,38,45
00010884,2021-03-02,11,15,38,79
00010885,2021-10-30,13,8,90,96
00010886,2021-08-20,24,8,7,21
00010887,2020-09-17,20,7,58,97
00010888,2021-04-25,1,8,61,92
00010889,2022-03-07,4,4,76,29
00010890,2021-09-17,1,6,79,43
00010891,2022-04-17,15,19,47,84
00010892,2022-03-02,17,18,86,88
00010893,2022-06-02,17,1,47,30
00010894,2021-11-21,21,11,14,93
00010895,2022-05-30,24,4,62,40
00010896,2020-03-31,15,3,26,47
00010897,2021-11-10,5,12,42,80
00010898,2021-03-15,6,17,61,63
00010899,2020-03-22,30,5,1,8
00010900,2020-04-25,1,7,63,94
00010901,2021-02-26,3,3,43,70
00010902,2020-12-08,18,10,56,61
00010903,2022-06-14,5,8,79,53
00010904,2021-09-12,27,15,35,68
00010905,2022-04-23,10,19,39,25
00010906,2021-04-09,8,3,22,53
00010907,2020-08-12,10,20,30,96
00010908,2021-05-30,22,13,12,71
00010909,2020-06-28,2,6,36,8
00010910,2022-11-30,13,1,23,86
00010911,2020-06-09,3,12,66,87
00010912,2022-05-30,9,4,44,62
00010913,2021-10-30,15,1,93,30
00010914,2022-01-29,9,13,59,7
00010915,2020-09-03,26,7,43,20
00010916,2020-11-28,12,12,100,67
00010917,2022-08-29,19,1,20,3
00010918,2022-09-03,15,1,87,86
00010919,2022-05-30,4,2,40,92
00010920,2022-09-22,30,19,64,52
00010921,2020-02-13,20,6,50,13
00010922,2022-01-28,10,2,16,32
00010923,2020-07-30,15,6,57,45
00010924,2021-08-01,23,9,82,4
00010925,2022-01-09,28,2,68,1
00010926,2020-03-28,27,13,23,61
00010927,2021-09-21,20,11,51,48
00010928,2021-10-30,8,6,96,20
00010929,2022-10-30,1,14,16,94
00010930,2020-09-30,18,6,68,46
00010931,2020-06-30,17,9,53,8
00010932,2022-07-30,11,2,37,19
00010933,2020-08-17,30,18,86,100
00010934,2020-07-30,16,17,96,94
00010935,2021-08-22,2,4,84,28
00010936,2020-04-10,12,7,27,20
00010937,2020-07-30,2,13,74,25
00010938,2022-01-17,10,19,21,74
00010939,2020-05-30,18,7,95,47
00010940,2022-10-30,13,18,8,100
00010941,2021-02-27,17,20,23,3
00010942,2021-05-30,26,3,46,78
00010943,2020-08-05,32,12,87,76
00010944,2022-07-30,7,18,61,55
00010945,2020-03-21,17,5,5,22
00010946,2021-01-08,1,11,56,52
00010947,2021-10-30,24,19,4,85
00010948,2021-01-08,13,13,97,61
00010949,2020-07-30,20,12,15,2
00010950,2022-09-12,23,2,98,87
00010951,2021-10-30,8,6,3,34
00010952,2020-05-30,16,5,4,65
00010953,2021-01-19,30,9,15,76
00010954,2022-09-02,12,10,88,21
00010955,2021-08-20,23,8,87,96
00010956,2020-06-05,23,20,14,55
00010957,2021-07-30,9,8,17,42
00010958,2022-07-30,26,11,66,96
00010959,2022-03-28,28,9,97,76
00010960,2022-07-30,7,19,59,38
00010961,2020-01-01,27,2,38,67
00010962,2022-09-25,15,12,85,44
00010963,2022-07-30,6,20,5,99
00010964,2021-02-09,4,12,76,18
00010965,2020-07-30,27,16,94,27
00010966,2020-10-01,2,18,70,7
00010967,2020-06-14,29,3,16,81
00010968,2020-02-10,21,12,5,81
00010969,2020-09-22,10,1,14,68
00010970,2021-07-30,32,16,25,32
00010971,2020-10-01,23,3,84,54
00010972,2020-01-31,25,16,38,94
00010973,2021-04-24,6,11,37,19
00010974,2021-10-30,4,18,91,75
00010975,2021-05-30,29,2,93,100
00010976,2020-11-12,28,8,34,69
00010977,2021-11-26,17,17,34,55
00010978,2021-12-28,19,6,93,12
00010979,2020-04-13,22,9,57,60
00010980,2020-02-12,31,18,3,70
00010981,2020-10-30,12,9,4,38
00010982,2021-12-29,21,7,17,58
00010983,2022-11-09,9,10,41,24
00010984,2022-07-30,7,7,3,94
00010985,2020-02-12,8,1,3,16
00010986,2022-05-30,6,11,15,17
00010987,2020-01-05,14,9,9,15
00010988,2022-05-30,20,4,5,88
00010989,2020-02-28,24,6,39,65
00010990,2020-06-14,7,6,56,4
00010991,2020-08-01,20,13,55,78
00010992,2022-01-12,9,19,51,79
00010993,2022-05-30,23,15,9,15
00010994,2021-01-24,26,5,70,70
00010995,2021-04-30,17,7,49,39
00010996,2021-11-10,26,10,67,47
00010997,2020-08-28,1,5,30,15
00010998,2020-02-26,9,10,52,22
00010999,2020-06-17,27,10,25,12
00011000,2021-01-04,6,20,85,40
00011001,2021-02-28,28,13,12,49
00011002,2021-04-08,31,15,96,99
00011003,2022-02-28,32,2,48,79
00011004,2021-06-14,14,16,40,13
00011005,2020-06-18,23,2,49,87
00011006,2020-03-15,6,5,27,14
00011007,2020-04-09,7,18,57,31
00011008,2021-08-13,13,1,64,47
00011009,2021-05-30,19,11,66,37
00011010,2021-07-30,24,16,90,92
00011011,2020-01-06,24,14,25,35
00011012,2020-09-08,29,6,40,19
00011013,2020-11-04,29,12,50,64
00011014,2022-07-30,22,14,44,71
00011015,2022-11-14,9,10,15,10
00011016,2020-11-19,22,16,29,73
00011017,2022-02-18,5,20,46,89
00011018,2022-08-16,15,9,96,54
00011019,2022-12-26,8,13,54,53
00011020,2022-04-06,6,16,9,54
00011021,2020-03-18,8,5,77,64
00011022,2021-03-26,6,15,49,4
00011023,2020-02-11,6,17,63,24
00011024,2022-02-13,23,5,88,10
00011025,2021-01-03,32,11,93,4
00011026,2021-07-30,11,7,44,16
00011027,2021-06-09,6,14,10,43
00011028,2020-01-10,6,19,46,34
00011029,2020-12-20,9,15,69,55
00011030,2020-12-13,26,5,47,26
00011031,2020-09-12,22,13,91,4
00011032,2022-06-03,14,3,5,56
00011033,2020-12-02,27,13,73,71
00011034,2022-01-31,22,11,13,94
00011035,2021-12-19,22,17,18,91
00011036,2020-09-09,21,14,21,68
00011037,2020-09-07,25,12,40,25
00011038,2020-07-30,26,4,54,20
00011039,2021-09-30,28,6,57,39
00011040,2021-02-16,13,4,51,2
00011041,2021-05-30,8,11,1,86
00011042,2020-09-01,17,9,18,68
00011043,2021-12-07,28,13,8,27
00011044,2022-02-13,13,14,91,48
00011045,2021-03-27,22,19,14,35
00011046,2022-03-17,17,14,65,44
00011047,2022-05-30,21,15,50,6
00011048,2021-07-30,32,3,42,42
00011049,2020-09-03,21,20,7,28
00011050,2022-01-19,30,5,52,9
00011051,2022-03-31,17,20,38,13
00011052,2021-04-20,23,4,43,41
00011053,2022-05-30,4,16,40,26
00011054,2020-10-30,17,12,70,42
00011055,2021-08-26,6,3,69,11
00011056,2022-08-04,22,16,59,38
00011057,2021-12-07,19,7,85,6
00011058,2022-01-06,30,7,42,16
00011059,2022-06-03,30,17,30,42
00011060,2021-12-12,5,11,91,15
00011061,2021-09-19,2,9,57,50
00011062,2021-05-30,1,9,21,62
00011063,2020-02-01,4,13,8,6
00011064,2021-12-08,25,15,72,30
00011065,2021-11-15,28,7,72,39
00011066,2022-03-29,21,15,63,35
00011067,2020-04-16,30,12,49,57
00011068,2021-03-10,7,11,1,86
00011069,2021-05-30,12,3,92,69
00011070,2020-07-30,21,10,23,2
00011071,2022-10-30,31,11,23,28
00011072,2021-11-15,12,5,21,26
00011073,2022-10-30,6,12,35,100
00011074,2022-12-15,10,11,38,71
00011075,2020-04-10,11,19,30,62
00011076,2020-06-04,30,17,16,28
00011077,2020-12-05,1,2,48,69
00011078,2021-07-30,9,16,50,11
00011079,2020-05-30,25,6,94,92
00011080,2022-03-20,4,6,14,79
00011081,2022-10-30,4,14,75,7
00011082,2021-04-05,18,20,81,14
00011083,2021-01-30,23,3,73,17
00011084,2020-10-30,17,19,81,65
00011085,2022-05-30,6,18,17,74
00011086,2022-01-14,10,6,76,52
00011087,2020-02-19,27,11,22,95
00011088,2022-01-10,17,16,92,77
00011089,2022-03-31,30,17,94,25
00011090,2021-10-30,1,15,20,63
00011091,2022-03-08,26,6,66,22
00011092,2022-04-21,3,3,25,9
00011093,2020-03-06,4,2,71,95
00011094,2022-01-12,2,10,26,75
00011095,2021-12-07,8,5,14,77
00011096,2021-09-20,25,1,86,71
00011097,2022-11-02,13,17,17,70
00011098,2021-07-30,7,10,55,70
00011099,2022-08-31,8,13,94,36
00011100,2020-11-21,18,10,33,40
00011101,2020-04-08,29,18,58,67
00011102,2022-08-03,7,4,4,71
00011103,2020-04-16,21,3,3,89
00011104,2022-11-22,20,20,60,40
00011105,2022-06-04,17,3,64,34
00011106,2022-07-30,29,6,20,14
00011107,2022-01-06,23,3,81,33
00011108,2021-03-05,14,3,16,55
00011109,2021-05-30,29,2,57,15
00011110,2021-03-31,27,5,9,42
00011111,2021-06-14,1,12,28,43
00011112,2021-11-29,2,2,28,94
00011113,2022-03-20,27,6,19,25
00011114,2020-08-10,20,14,89,62
00011115,2022-02-05,16,13,45,32
00011116,2022-09-21,32,18,71,93
00011117,2022-11-18,4,5,37,72
00011118,2022-07-30,15,3,22,25
00011119,2021-06-08,5,9,75,42
00011120,2021-08-21,28,15,94,91
00011121,2020-05-30,26,15,40,37
00011122,2020-07-30,19,12,68,64
00011123,2020-09-27,7,16,100,72
00011124,2020-11-13,24,11,96,93
00011125,2021-06-18,2,17,3,40
00011126,2020-10-30,24,20,96,96
00011127,2022-02-19,8,3,16,100
00011128,2021-01-05,3,8,7,98
00011129,2021-10-30,14,1,64,68
00011130,2022-02-13,29,12,6,14
00011131,2021-06-22,22,8,95,74
00011132,2021-05-30,5,9,52,93
00011133,2021-01-08,20,8,20,93
00011134,2021-04-04,16,9,90,86
00011135,2022-06-18,4,18,53,14
00011136,2022-12-05,14,15,76,86
00011137,2020-01-27,16,19,4,59
00011138,2022-09-16,2,10,50,42
00011139,2020-11-14,17,18,100,81
00011140,2021-08-11,23,2,79,81
00011141,2022-10-30,18,13,55,14
00011142,2022-11-17,30,18,81,80
00011143,2020-12-23,16,15,58,53
00011144,2022-02-02,26,12,99,63
00011145,2020-08-16,32,19,94,50
00011146,2021-04-12,11,14,37,89
00011147,2022-07-30,24,13,22,13
00011148,2022-05-30,15,17,20,26
00011149,2020-02-20,1,7,15,42
00011150,2022-11-24,32,14,84,53
00011151,2022-09-25,9,4,98,92
00011152,2020-06-25,31,19,71,80
00011153,2020-08-04,15,10,45,91
00011154,2020-05-30,10,14,28,41
00011155,2021-05-30,1,15,69,57
00011156,2021-08-12,21,9,94,73
00011157,2021-12-14,12,17,96,55
00011158,2021-04-29,28,17,47,37
00011159,2021-08-23,23,19,6,15
00011160,2022-09-13,21,4,57,93
00011161,2020-12-28,13,14,71,42
00011162,2021-12-15,17,1,85,18
00011163,2020-11-03,21,5,94,93
00011164,2021-02-24,6,4,43,57
00011165,2020-10-30,13,14,70,25
00011166,2020-06-25,31,17,29,98
00011167,2020-10-30,8,12,39,19
00011168,2020-07-30,14,12,90,34
00011169,2020-05-30,32,15,78,63
00011170,2022-04-26,8,13,30,42
00011171,2021-10-30,25,10,40,34
00011172,2021-01-28,32,4,63,85
00011173,2022-08-13,19,18,34,4
00011174,2020-09-12,17,1,41,8
00011175,2022-06-22,21,8,40,64
00011176,2020-05-30,22,1,46,36
00011177,2022-05-30,24,11,63,15
00011178,2020-09-29,22,17,28,93
00011179,2022-02-13,6,6,2,83
00011180,2020-05-30,15,14,83,47
00011181,2021-01-28,23,11,22,62
00011182,2022-09-26,4,19,26,32
00011183,2021-04-16,16,17,99,17
00011184,2020-05-30,27,6,11,79
00011185,2021-09-06,17,3,17,4
00011186,2022-09-05,8,10,57,88
00011187,2021-01-01,17,9,28,57
00011188,2022-12-19,19,10,74,32
00011189,2020-04-27,29,10,87,72
00011190,2022-06-05,29,11,23,35
00011191,2022-06-08,26,4,3,63
00011192,2020-10-30,6,6,21,79
00011193,2020-03-27,1,3,54,48
00011194,2021-07-30,21,3,34,42
00011195,2020-07-30,3,17,99,95
00011196,2021-07-30,26,9,77,49
00011197,2020-12-22,27,5,65,77
00011198,2020-04-24,26,8,84,48
00011199,2020-08-12,6,15,57,98
00011200,2021-11-21,23,10,81,88
00011201,2020-05-30,24,11,70,76
00011202,2022-12-13,9,2,51,38
00011203,2020-10-30,15,1,65,66
00011204,2020-12-22,21,2,2,20
00011205,2021-10-30,18,9,75,30
00011206,2021-05-30,1,7,60,16
00011207,2021-08-05,21,10,78,93
00011208,2022-02-16,18,5,29,53
00011209,2020-11-19,18,13,42,84
00011210,2022-07-30,12,8,9,67
00011211,2022-04-13,25,2,29,23
00011212,2022-02-01,31,10,45,1
00011213,2022-02-01,28,20,41,84
00011214,2021-03-30,25,11,53,36
00011215,2022-11-13,32,1,84,68
00011216,2021-07-30,4,6,86,3
00011217,2022-12-22,16,19,6,17
00011218,2022-07-30,16,16,40,53
00011219,2020-06-20,30,8,99,26
00011220,2021-05-30,16,10,29,36
00011221,2021-07-30,15,15,97,94
00011222,2022-09-21,25,9,80,67
00011223,2020-05-30,11,19,56,82
00011224,2021-10-30,25,13,91,28
00011225,2020-09-17,13,14,65,72
00011226,2021-10-30,30,14,84,16
00011227,2022-09-20,16,17,3,56
00011228,2020-02-05,30,7,7,40
00011229,2022-09-05,1,16,61,90
00011230,2021-07-30,27,13,71,34
00011231,2022-09-18,12,10,20,36
00011232,2020-01-26,8,13,70,84
00011233,2022-11-28,2,13,19,38
00011234,2022-06-15,1,14,49,1
00011235,2020-05-30,25,1,53,93
00011236,2021-11-21,29,11,59,50
00011237,2021-10-30,13,5,42,50
00011238,2020-06-08,23,15,3,21
00011239,2021-05-30,22,12,27,80
00011240,2020-06-11,14,8,97,83
00011241,2020-07-30,18,2,76,80
00011242,2022-07-30,25,17,29,88
00011243,2021-12-11,4,16,31,98
00011244,2022-01-04,5,9,3,71
00011245,2020-11-08,21,17,79,48
00011246,2022-02-27,11,3,69,65
00011247,2022-06-07,11,10,37,12
00011248,2022-02-27,28,15,21,37
00011249,2022-08-14,32,17,80,52
00011250,2020-08-18,20,12,63,22
00011251,2022-10-30,9,4,34,70
00011252,2021-11-04,6,5,23,46
00011253,2021-11-05,15,16,17,42
00011254,2020-09-01,7,12,14,51
00011255,2022-11-21,9,19,90,35
00011256,2020-09-18,25,12,46,53
00011257,2021-04-07,15,4,23,77
00011258,2022-11-13,23,20,81,23
00011259,2021-08-24,1,17,42,36
00011260,2020-04-30,17,16,19,70
00011261,2021-10-30,31,10,84,21
00011262,2022-11-13,28,14,35,1
00011263,2020-11-06,29,18,57,35
00011264,2022-10-30,2,18,95,37
00011265,2020-03-27,8,20,34,95
00011266,2022-08-08,20,5,52,96
00011267,2020-10-30,20,18,60,23
00011268,2020-05-30,30,6,85,100
00011269,2020-06-16,26,2,35,65
00011270,2021-06-12,5,13,98,61
00011271,2021-01-25,4,2,67,38
00011272,2022-04-04,5,5,36,22
00011273,2020-12-28,32,18,67,18
00011274,2022-10-30,7,8,64,4
00011275,2021-06-03,15,18,96,99
00011276,2021-08-02,27,5,95,9
00011277,2022-05-30,7,5,44,90
00011278,2022-07-30,28,19,66,22
00011279,2022-02-17,2,7,17,57
00011280,2020-11-14,21,19,36,67
00011281,2020-02-16,28,12,95,79
00011282,2021-11-28,11,7,71,78
00011283,2020-08-23,23,14,73,90
00011284,2020-12-07,1,3,93,38
00011285,2022-08-13,25,2,17,74
00011286,2020-05-30,16,10,54,59
00011287,2020-02-16,12,16,37,97
00011288,2021-02-02,16,18,46,22
00011289,2022-12-01,17,14,71,49
00011290,2021-10-30,9,14,39,45
00011291,2021-07-01,14,1,15,99
00011292,2022-11-01,24,20,87,24
00011293,2020-06-30,4,9,69,27
00011294,2022-12-11,6,19,59,38
00011295,2021-11-21,25,1,26,29
00011296,2021-12-12,19,20,1,88
00011297,2020-09-29,32,2,98,83
00011298,2021-11-02,13,20,38,88
00011299,2021-01-13,18,18,80,67
00011300,2020-08-01,22,8,82,23
00011301,2021-02-11,27,11,71,13
00011302,2022-02-05,29,18,51,55
00011303,2021-09-12,3,8,72,75
00011304,2020-03-29,10,15,9,66
00011305,2021-11-02,23,8,93,31
00011306,2020-04-08,6,11,24,45
00011307,2020-09-29,28,14,44,23
00011308,2021-10-30,25,4,72,20
00011309,2021-07-30,8,13,24,99
00011310,2021-04-05,15,2,11,99
00011311,2020-06-24,24,14,84,48
00011312,2021-02-20,1,9,80,11
00011313,2022-08-18,13,19,59,50
00011314,2020-09-17,14,20,76,68
00011315,2022-07-30,19,20,30,62
00011316,2021-02-14,29,7,20,53
00011317,2021-12-27,27,3,45,15
00011318,2020-01-20,20,4,79,70
00011319,2021-11-09,22,5,66,22
00011320,2022-05-30,14,11,51,98
00011321,2021-10-30,30,20,95,89
00011322,2020-12-23,9,14,56,27
00011323,2020-11-29,7,3,73,45
00011324,2022-11-20,25,18,14,88
00011325,2021-08-09,31,4,15,27
00011326,2020-11-19,6,1,39,48
00011327,2020-09-22,25,5,25,40
00011328,2021-01-21,29,2,51,80
00011329,2022-02-19,11,8,54,94
00011330,2020-03-12,3,10,59,56
00011331,2020-03-09,13,1,63,52
00011332,2021-06-13,14,11,82,94
00011333,2021-12-23,32,2,36,95
00011334,2020-10-30,2,18,93,5
00011335,2020-04-18,10,20,32,95
00011336,2022-02-15,25,4,2,43
00011337,2021-08-20,31,19,45,83
00011338,2022-09-02,22,12,7,36
00011339,2021-08-02,20,6,22,21
00011340,2022-01-19,30,10,69,50
00011341,2020-01-22,27,9,68,15
00011342,2021-10-30,18,20,18,79
00011343,2022-03-04,12,12,93,97
00011344,2020-05-30,16,16,23,86
00011345,2021-07-30,19,20,72,43
00011346,2022-12-01,20,20,55,100
00011347,2021-04-21,13,12,48,55
00011348,2020-07-30,5,15,19,16
00011349,2022-07-30,19,9,25,78
00011350,2021-06-20,13,3,73,73
00011351,2020-01-22,4,6,92,44
00011352,2022-01-31,18,16,97,67
00011353,2022-12-16,10,15,41,14
00011354,2020-02-28,7,7,54,61
00011355,2021-04-09,14,12,65,11
00011356,2022-09-06,26,3,90,95
00011357,2021-01-05,10,7,39,47
00011358,2021-01-28,31,7,51,64
00011359,2022-06-20,21,8,36,86
00011360,2022-11-16,10,16,26,4
00011361,2022-09-21,30,6,73,52
00011362,2020-02-23,24,3,48,84
00011363,2021-08-24,15,19,8,35
00011364,2022-06-20,12,9,80,94
00011365,2020-07-30,11,15,13,7
