FOLIO,FECHA,ESTADO,CIUDAD,TIENDA,EMPLEADO
00009659,29/sep/21,26,16,3,1
00009660,30/jul/20,32,7,75,73
00009661,13/jun/21,17,1,45,87
00009662,05/jun/22,24,10,48,96
00009663,11/feb/20,17,20,97,62
00009664,30/jul/21,17,3,69,76
00009665,30/oct/20,9,15,53,76
00009666,22/ene/22,15,18,56,48
00009667,19/mar/21,31,8,12,96
00009668,04/ene/21,23,18,41,30
00009669,23/nov/21,10,12,22,33
00009670,24/feb/21,4,1,28,17
00009671,08/sep/22,15,14,72,2
00009672,06/feb/20,20,20,67,73
00009673,19/dic/20,25,2,31,65
00009674,30/jul/21,3,5,47,82
00009675,30/may/22,13,13,40,94
00009676,03/ene/21,26,5,13,47
00009677,27/ago/22,19,17,37,49
00009678,30/oct/20,22,1,72,90
00009679,29/ago/20,12,17,76,9
00009680,04/sep/22,20,4,8,79
00009681,03/jun/22,11,14,64,25
00009682,16/jun/22,15,10,32,96
00009683,13/jun/22,5,19,53,20
00009684,22/feb/21,24,12,57,20
00009685,31/sep/20,6,7,42,18
00009686,30/jul/21,7,11,51,48
00009687,16/ago/21,11,6,69,31
00009688,23/dic/21,32,10,89,75
00009689,18/abr/22,16,5,69,83
00009690,30/jul/20,3,19,32,62
00009691,02/ene/21,10,12,34,68
00009692,09/ene/20,7,20,57,21
00009693,10/mar/20,29,6,100,33
00009694,16/dic/21,13,9,36,59
00009695,29/ago/20,11,8,35,89
00009696,30/jul/22,16,5,44,17
00009697,30/may/20,4,9,48,73
00009698,28/feb/21,8,17,60,68
00009699,30/abr/22,32,5,84,71
00009700,20/sep/22,6,2,95,1
00009701,30/jul/22,25,13,74,18
00009702,28/feb/22,28,5,23,87
00009703,07/feb/20,11,18,65,39
00009704,25/nov/22,1,16,99,39
00009705,30/jul/20,17,20,97,67
00009706,30/abr/22,11,14,70,51
00009707,30/dic/21,6,3,11,22
00009708,06/nov/20,18,6,15,83
00009709,22/ago/21,20,15,88,10
00009710,10/ago/21,2,20,49,3
00009711,10/nov/20,21,11,5,59
00009712,30/jul/21,19,13,52,60
00009713,10/ago/21,6,13,68,29
00009714,30/may/21,2,7,11,78
00009715,10/sep/22,20,11,72,82
00009716,30/may/21,13,20,63,27
00009717,30/may/22,7,6,80,1
00009718,30/oct/20,8,14,82,42
00009719,06/ago/22,32,7,65,31
00009720,16/sep/21,21,16,61,8
00009721,08/sep/22,30,16,94,11
00009722,14/dic/22,15,11,96,43
00009723,08/nov/21,23,8,68,48
00009724,18/mar/21,3,18,7,74
00009725,30/oct/20,16,15,71,23
00009726,30/jul/20,26,20,17,57
00009727,30/oct/20,23,12,96,96
00009728,06/dic/21,28,12,98,17
00009729,30/oct/20,19,17,34,46
00009730,30/jul/21,20,13,46,79
00009731,30/may/22,14,5,73,53
00009732,16/sep/21,29,10,31,37
00009733,30/may/20,12,17,65,26
00009734,07/ene/20,22,8,57,3
00009735,30/jul/22,25,11,36,17
00009736,30/dic/21,24,5,76,57
00009737,24/ene/22,9,2,24,59
00009738,17/dic/21,28,2,63,28
00009739,08/sep/22,9,1,21,90
00009740,30/may/20,11,17,56,2
00009741,30/jul/21,19,14,84,21
00009742,30/jul/22,18,3,58,85
00009743,30/oct/22,13,9,85,50
00009744,30/oct/22,13,15,18,75
00009745,03/jun/22,11,4,45,72
00009746,30/oct/21,11,17,9,35
00009747,07/feb/22,32,16,34,46
00009748,30/jul/22,21,11,48,71
00009749,13/dic/20,31,3,28,98
00009750,27/jun/22,29,19,69,12
00009751,27/ago/20,24,3,62,87
00009752,07/ene/20,20,13,88,60
00009753,30/oct/20,20,6,75,89
00009754,17/mar/21,20,17,93,83
00009755,30/nov/22,11,12,78,58
00009756,07/sep/22,26,13,77,58
00009757,05/ene/20,6,13,90,34
00009758,10/ago/21,24,20,27,65
00009759,29/jun/20,7,1,14,23
00009760,31/jun/22,28,15,65,68
00009761,25/ago/22,16,15,57,28
00009762,26/nov/21,14,16,95,83
00009763,07/feb/20,9,20,72,47
00009764,08/ene/21,7,19,99,19
00009765,01/ene/21,9,7,100,73
00009766,17/dic/20,18,10,89,64
00009767,30/may/22,2,10,26,62
00009768,03/sep/22,17,5,80,69
00009769,06/dic/22,13,11,83,98
00009770,30/may/20,18,10,67,83
00009771,30/may/20,6,2,14,31
00009772,02/jun/21,7,1,33,11
00009773,26/abr/20,2,18,47,62
00009774,30/may/22,16,1,4,20
00009775,07/dic/22,23,8,74,59
00009776,28/mar/21,10,10,71,53
00009777,22/jun/22,4,13,79,46
00009778,01/nov/20,5,12,37,97
00009779,26/dic/20,14,11,40,24
00009780,10/feb/20,14,16,44,29
00009781,30/oct/22,15,12,44,18
00009782,07/jun/22,30,10,56,27
00009783,03/dic/21,11,5,72,16
00009784,31/ene/20,9,1,8,7
00009785,30/jul/20,9,8,66,79
00009786,21/feb/21,27,17,68,25
00009787,17/mar/21,18,14,54,48
00009788,07/nov/21,1,19,29,35
00009789,19/ene/22,6,19,73,4
00009790,26/jun/22,19,3,43,60
00009791,05/dic/20,3,13,50,86
00009792,10/feb/22,30,9,83,93
00009793,21/ene/21,24,1,18,23
00009794,19/feb/21,29,8,34,70
00009795,25/dic/22,7,20,29,70
00009796,29/ene/22,20,12,26,63
00009797,07/dic/20,4,8,93,6
00009798,30/jul/21,9,6,87,5
00009799,30/jul/22,25,16,62,98
00009800,30/may/21,31,17,84,67
00009801,30/oct/21,18,19,40,82
00009802,25/dic/22,16,14,33,28
00009803,30/jul/21,15,18,5,33
00009804,03/abr/22,10,5,65,50
00009805,29/dic/21,3,4,45,86
00009806,13/nov/20,31,16,60,49
00009807,30/sep/21,25,13,76,17
00009808,07/feb/20,9,13,42,34
00009809,25/jun/22,14,5,74,97
00009810,31/ene/20,12,14,26,5
00009811,30/oct/22,23,16,11,55
00009812,17/ene/20,14,8,29,81
00009813,27/jun/21,27,15,47,93
00009814,20/mar/22,14,6,26,33
00009815,14/ene/22,23,20,27,89
00009816,30/may/20,7,3,27,99
00009817,24/dic/21,29,7,6,74
00009818,30/ago/22,30,5,26,82
00009819,20/nov/21,30,6,39,93
00009820,23/dic/20,29,5,45,1
00009821,16/abr/21,3,15,38,42
00009822,23/nov/22,22,1,67,43
00009823,20/sep/22,13,14,29,90
00009824,28/feb/20,25,16,46,77
00009825,31/sep/21,1,5,73,27
00009826,30/jul/21,21,10,99,38
00009827,20/dic/22,4,14,83,46
00009828,30/abr/20,32,6,23,32
00009829,08/ago/21,12,13,4,28
00009830,30/may/20,22,9,37,20
00009831,05/abr/22,12,11,64,9
00009832,30/oct/21,6,7,40,91
00009833,28/feb/21,29,5,82,4
00009834,19/mar/20,25,9,33,77
00009835,31/ago/21,15,1,64,52
00009836,08/sep/21,6,4,54,11
00009837,01/dic/21,27,20,91,19
00009838,01/jun/21,6,18,35,61
00009839,28/dic/20,27,17,59,66
00009840,16/sep/21,29,7,78,11
00009841,22/nov/22,2,19,57,41
00009842,30/may/21,30,14,56,43
00009843,24/nov/22,24,14,88,87
00009844,14/sep/22,19,20,58,53
00009845,07/feb/22,26,13,51,10
00009846,12/nov/20,25,4,29,46
00009847,18/sep/21,3,12,89,87
00009848,30/jul/22,1,17,51,53
00009849,10/ene/22,4,13,17,85
00009850,22/ago/21,26,2,1,65
00009851,30/oct/21,19,19,29,57
00009852,10/dic/21,30,6,36,3
00009853,06/mar/21,17,17,60,22
00009854,29/abr/22,5,4,73,50
00009855,30/may/22,11,9,64,92
00009856,28/ago/22,24,2,55,87
00009857,30/oct/22,15,5,45,49
00009858,03/ago/20,23,8,61,78
00009859,06/feb/21,15,14,3,3
00009860,28/nov/20,15,10,31,12
00009861,05/mar/22,31,15,35,31
00009862,25/sep/20,12,12,49,89
00009863,30/oct/21,14,12,33,1
00009864,27/feb/22,12,8,59,19
00009865,20/ene/20,13,13,32,56
00009866,31/ene/22,5,6,79,65
00009867,27/ene/20,31,9,37,64
00009868,30/oct/21,15,12,55,69
00009869,21/jun/22,17,1,16,4
00009870,18/dic/22,9,11,19,51
00009871,27/sep/21,15,6,85,89
00009872,30/jul/21,29,3,94,64
00009873,30/jul/21,22,11,54,18
00009874,10/feb/22,29,20,13,58
00009875,30/may/22,31,10,63,26
00009876,15/ene/21,8,6,51,66
00009877,30/jul/21,6,14,84,49
00009878,30/jul/21,15,20,9,2
00009879,29/jun/20,32,19,30,18
00009880,19/ago/21,5,17,15,17
00009881,30/jul/22,24,14,98,71
00009882,30/may/20,15,3,96,18
00009883,21/sep/20,11,8,61,27
00009884,30/jul/20,30,18,11,52
00009885,12/dic/20,10,12,87,31
00009886,01/abr/20,20,2,83,63
00009887,07/dic/22,18,6,87,22
00009888,01/abr/21,22,7,29,62
00009889,09/dic/20,7,15,37,67
00009890,30/may/22,5,17,4,86
00009891,02/nov/21,27,12,64,6
00009892,25/ene/22,20,2,85,62
00009893,13/nov/22,1,11,24,66
00009894,05/ene/20,31,5,60,24
00009895,30/jul/22,5,19,81,20
00009896,09/sep/20,32,11,84,76
00009897,29/dic/20,18,16,54,36
00009898,03/nov/20,27,16,31,4
00009899,30/may/21,29,19,29,57
00009900,28/feb/21,4,8,75,45
00009901,30/sep/21,14,17,20,28
00009902,03/ene/21,15,10,19,13
00009903,10/ene/20,10,9,56,7
00009904,17/jun/22,14,8,3,54
00009905,04/feb/22,25,11,44,80
00009906,30/oct/20,21,2,46,56
00009907,11/nov/21,10,10,67,42
00009908,30/oct/21,9,9,2,55
00009909,10/feb/22,27,20,35,99
00009910,14/ago/21,17,19,89,89
00009911,14/ago/20,8,9,13,57
00009912,20/feb/20,29,18,32,57
00009913,30/nov/21,7,15,31,57
00009914,05/jun/21,10,19,91,90
00009915,30/may/20,2,11,91,2
00009916,30/oct/20,20,10,7,66
00009917,29/sep/22,15,1,35,48
00009918,30/jul/21,5,12,13,47
00009919,08/nov/21,7,11,14,47
00009920,02/ene/21,26,17,24,47
00009921,21/ene/22,26,3,21,92
00009922,08/dic/21,2,8,75,22
00009923,15/nov/21,14,7,29,25
00009924,12/jun/20,4,6,70,97
00009925,02/ago/20,5,15,6,65
00009926,30/jul/20,30,1,16,67
00009927,17/jun/20,10,17,25,77
00009928,30/oct/21,31,6,3,90
00009929,13/nov/21,5,5,65,72
00009930,30/oct/21,26,10,71,26
00009931,12/mar/22,27,10,3,43
00009932,28/mar/22,4,12,19,83
00009933,08/abr/20,13,15,91,45
00009934,13/jun/22,8,2,60,90
00009935,30/oct/20,30,18,10,49
00009936,25/ene/22,4,1,87,94
00009937,19/dic/22,16,11,23,37
00009938,30/oct/22,14,18,1,44
00009939,30/dic/22,9,1,42,71
00009940,30/oct/21,12,7,25,98
00009941,03/mar/20,18,12,23,88
00009942,30/may/20,26,8,38,37
00009943,30/jul/22,16,20,43,39
00009944,21/jun/22,29,10,23,77
00009945,31/ene/22,11,10,93,93
00009946,21/dic/20,19,4,87,67
00009947,09/mar/22,1,3,62,44
00009948,30/oct/20,25,13,12,73
00009949,30/jul/20,19,10,63,73
00009950,30/oct/21,31,7,13,9
00009951,30/jul/22,11,6,88,89
00009952,17/ene/21,17,18,76,50
00009953,05/dic/20,13,7,37,54
00009954,21/sep/20,9,3,94,48
00009955,25/sep/21,14,9,37,17
00009956,30/oct/22,4,4,41,71
00009957,09/ago/22,3,16,25,45
00009958,26/nov/22,12,3,59,3
00009959,30/may/22,12,14,52,15
00009960,25/nov/20,25,20,33,85
00009961,30/jul/20,19,6,52,74
00009962,27/ene/22,22,4,17,59
00009963,30/may/21,18,11,92,27
00009964,26/abr/20,12,11,49,31
00009965,23/ene/21,19,8,72,36
00009966,22/abr/21,19,19,15,31
00009967,13/sep/22,7,17,40,92
00009968,02/ago/22,32,5,98,55
00009969,04/abr/22,22,19,86,35
00009970,04/nov/21,27,11,43,3
00009971,03/abr/20,5,4,11,62
00009972,16/abr/20,30,18,78,46
00009973,22/dic/21,13,1,62,87
00009974,06/abr/22,30,8,70,5
00009975,04/sep/20,32,4,10,22
00009976,03/feb/20,30,8,100,52
00009977,30/sep/20,21,5,98,25
00009978,09/feb/22,19,7,74,45
00009979,30/may/21,22,20,38,21
00009980,22/ago/22,8,20,68,73
00009981,30/oct/22,15,14,3,15
00009982,22/jun/21,1,16,67,39
00009983,14/feb/21,1,13,20,43
00009984,10/ene/20,17,13,38,86
00009985,08/abr/20,22,5,43,96
00009986,30/jul/20,10,6,100,49
00009987,30/jul/21,21,19,89,50
00009988,05/nov/22,11,6,41,32
00009989,18/nov/22,5,7,31,35
00009990,05/dic/20,32,2,67,54
00009991,18/nov/21,30,11,84,99
00009992,30/may/22,22,2,14,24
00009993,21/dic/20,21,16,86,75
00009994,18/ago/22,28,16,79,15
00009995,30/mar/21,4,13,36,34
00009996,03/ago/21,28,14,71,13
00009997,06/sep/22,29,3,85,6
00009998,24/mar/21,19,14,15,30
00009999,30/oct/21,30,8,91,7
00010000,31/nov/22,30,15,28,53
00010001,18/jun/21,30,3,100,21
00010002,20/feb/21,17,20,70,92
00010003,13/abr/22,3,5,33,23
00010004,30/may/20,29,13,92,63
00010005,15/mar/20,20,2,78,38
00010006,30/jul/22,5,15,80,25
00010007,07/ene/20,15,6,80,77
00010008,05/ago/22,6,11,30,27
00010009,24/abr/21,28,18,41,14
00010010,25/nov/22,31,3,40,53
00010011,30/oct/20,24,1,65,86
00010012,10/jun/20,18,18,59,32
00010013,13/mar/21,4,15,46,29
00010014,19/mar/22,10,5,92,100
00010015,19/mar/21,32,18,57,30
00010016,30/may/20,5,16,22,62
00010017,23/dic/21,2,6,14,40
00010018,31/jun/22,25,13,20,63
00010019,14/mar/20,31,5,96,44
00010020,30/jul/20,31,19,32,97
00010021,03/ago/20,11,1,34,89
00010022,08/ene/22,14,18,78,52
00010023,17/jun/22,8,20,38,2
00010024,21/dic/20,5,15,38,45
00010025,10/ene/21,27,14,77,64
00010026,31/ago/22,29,14,83,59
00010027,30/may/21,12,19,29,1
00010028,01/ene/22,15,6,20,30
00010029,24/ago/22,8,6,30,78
00010030,30/jul/20,18,15,63,79
00010031,26/feb/21,13,8,4,34
00010032,30/ene/22,29,14,88,21
00010033,16/dic/22,1,2,86,98
00010034,01/mar/20,30,11,57,40
00010035,30/may/22,23,4,30,5
00010036,30/jul/21,9,2,27,89
00010037,11/ene/22,31,14,17,22
00010038,06/abr/20,26,11,26,19
00010039,30/jul/22,7,14,55,40
00010040,24/nov/20,19,14,11,38
00010041,30/oct/22,25,20,4,9
00010042,10/jun/20,2,20,84,65
00010043,07/sep/22,18,16,78,78
00010044,23/jun/22,2,20,77,68
00010045,20/nov/21,7,16,87,6
00010046,05/ene/22,17,20,9,94
00010047,24/feb/20,17,12,16,54
00010048,31/abr/21,7,2,36,8
00010049,30/may/22,21,19,85,11
00010050,28/abr/21,32,3,83,18
00010051,09/dic/21,13,8,85,60
00010052,30/oct/21,3,20,14,9
00010053,28/sep/22,2,18,67,69
00010054,10/sep/20,26,16,72,14
00010055,30/oct/20,25,20,44,88
00010056,21/dic/22,17,15,6,55
00010057,24/mar/22,18,18,8,6
00010058,30/jul/20,27,17,82,48
00010059,16/abr/21,23,9,87,7
00010060,22/mar/21,5,3,16,95
00010061,30/may/22,22,13,75,49
00010062,02/ene/21,26,10,18,69
00010063,13/mar/22,23,10,63,62
00010064,03/abr/21,6,13,13,18
00010065,28/mar/21,12,1,87,55
00010066,19/ago/22,15,1,1,51
00010067,17/dic/20,12,16,91,79
00010068,11/jun/21,27,4,26,97
00010069,08/mar/22,20,4,57,41
00010070,30/may/20,23,11,39,41
00010071,20/dic/22,3,11,37,70
00010072,29/mar/21,14,4,58,47
00010073,01/nov/20,17,2,38,70
00010074,13/dic/21,24,4,10,15
00010075,26/sep/20,30,10,73,79
00010076,03/abr/21,15,11,36,5
00010077,16/feb/22,26,6,84,33
00010078,14/feb/22,10,7,34,38
00010079,06/abr/21,6,20,4,17
00010080,31/mar/22,30,20,14,10
00010081,24/abr/21,18,2,49,21
00010082,21/nov/20,18,12,26,52
00010083,02/dic/20,15,10,18,98
00010084,08/dic/20,10,1,72,44
00010085,29/sep/21,17,11,44,72
00010086,31/nov/22,10,19,50,3
00010087,24/jun/21,14,16,3,16
00010088,15/sep/22,23,17,3,66
00010089,11/mar/21,32,19,16,15
00010090,03/nov/20,27,15,11,32
00010091,13/abr/21,2,19,19,24
00010092,17/sep/20,11,5,60,5
00010093,29/mar/20,17,6,27,95
00010094,13/jun/21,8,3,67,88
00010095,30/jul/21,17,10,60,30
00010096,20/jun/22,11,8,96,8
00010097,15/feb/20,1,16,48,72
00010098,01/sep/20,12,10,54,46
00010099,30/may/22,9,10,22,31
00010100,03/mar/21,15,16,51,34
00010101,30/jul/21,18,13,10,99
00010102,11/feb/21,21,10,87,11
00010103,30/oct/20,3,1,72,18
00010104,09/mar/21,3,17,88,48
00010105,30/oct/20,11,9,61,45
00010106,03/feb/20,16,17,48,81
00010107,11/nov/20,8,3,19,15
00010108,30/ago/21,14,20,74,12
00010109,30/oct/22,23,18,19,41
00010110,18/sep/20,27,20,4,9
00010111,25/mar/21,31,9,84,91
00010112,13/sep/20,24,15,56,8
00010113,30/may/20,13,6,99,54
00010114,13/abr/21,29,13,40,51
00010115,28/ene/20,11,9,98,80
00010116,30/jul/21,32,14,1,19
00010117,30/may/20,24,14,21,48
00010118,15/mar/22,5,9,69,2
00010119,05/feb/22,18,9,88,47
00010120,19/feb/21,19,15,91,91
00010121,23/mar/22,11,6,60,23
00010122,13/jun/21,11,4,14,81
00010123,10/ago/22,26,13,47,59
00010124,18/nov/20,30,18,15,98
00010125,08/dic/21,7,6,73,51
00010126,08/jun/21,16,16,68,72
00010127,14/ago/22,1,9,16,26
00010128,24/sep/20,16,6,52,23
00010129,23/jun/21,12,6,72,34
00010130,30/may/21,26,6,28,9
00010131,24/ene/21,18,5,99,93
00010132,30/oct/21,32,3,23,34
00010133,13/mar/22,29,14,67,61
00010134,30/oct/21,8,3,4,66
00010135,01/feb/21,27,10,52,18
00010136,24/dic/20,23,19,65,57
00010137,18/jun/21,13,12,40,97
00010138,30/jul/21,9,7,80,57
00010139,29/ago/21,16,19,5,76
00010140,24/feb/22,10,6,24,18
00010141,30/mar/22,30,16,20,32
00010142,30/jul/22,17,10,62,59
00010143,30/oct/21,8,3,3,22
00010144,08/mar/20,15,2,28,2
00010145,17/abr/20,26,11,55,18
00010146,30/oct/22,12,6,20,95
00010147,30/oct/20,28,12,72,18
00010148,15/mar/21,21,7,43,90
00010149,15/dic/20,12,13,79,9
00010150,13/abr/20,29,17,35,34
00010151,25/abr/22,1,8,22,27
00010152,28/ene/22,8,11,82,1
00010153,30/jul/20,11,19,7,72
00010154,30/jul/22,16,4,91,73
00010155,29/ene/20,29,7,86,93
00010156,10/ago/22,9,11,36,78
00010157,30/oct/20,1,12,71,89
00010158,30/jul/21,24,1,83,11
00010159,15/ago/21,20,15,36,69
00010160,01/ago/20,12,18,87,21
00010161,09/nov/21,28,17,23,81
00010162,30/may/21,3,1,13,15
00010163,15/sep/22,30,9,39,25
00010164,30/jul/22,11,16,59,35
00010165,27/ene/21,8,3,20,74
00010166,30/jul/22,6,3,77,37
00010167,18/feb/20,11,15,90,65
00010168,30/oct/21,32,1,77,16
00010169,26/dic/21,9,1,14,10
00010170,30/jul/20,30,3,64,52
00010171,05/ago/22,3,20,22,38
00010172,02/ago/22,8,14,34,96
00010173,30/oct/20,27,1,58,6
00010174,14/dic/20,29,15,28,94
00010175,30/may/22,7,1,98,54
00010176,18/feb/21,15,7,74,24
00010177,05/dic/20,29,4,90,94
00010178,21/ene/20,17,3,7,6
00010179,03/nov/20,17,16,58,80
00010180,01/abr/20,3,2,88,17
00010181,30/may/21,19,19,74,2
00010182,09/abr/22,18,6,48,56
00010183,30/oct/21,4,5,16,73
00010184,30/may/22,26,3,28,84
00010185,28/feb/22,31,19,48,6
00010186,06/abr/22,1,3,95,19
00010187,08/abr/21,7,10,35,95
00010188,04/sep/20,21,17,66,3
00010189,15/abr/21,17,9,41,8
00010190,11/mar/22,10,6,56,94
00010191,05/ene/20,6,14,33,62
00010192,04/mar/20,24,14,33,4
00010193,30/jul/22,31,8,92,40
00010194,21/dic/20,27,13,73,47
00010195,20/ene/20,11,17,64,17
00010196,27/abr/20,1,7,71,92
00010197,31/ago/22,21,7,18,100
00010198,01/dic/21,5,2,100,60
00010199,25/abr/22,32,7,29,89
00010200,30/oct/21,21,2,84,26
00010201,03/dic/21,18,10,100,99
00010202,22/sep/22,14,14,20,47
00010203,16/dic/21,24,8,12,30
00010204,29/nov/22,18,10,81,28
00010205,05/ago/21,24,6,79,97
00010206,24/ene/22,24,20,5,57
00010207,30/oct/22,13,5,37,83
00010208,30/oct/22,17,17,23,90
00010209,30/oct/21,5,13,59,86
00010210,23/abr/20,6,20,99,94
00010211,28/mar/20,4,1,91,21
00010212,17/mar/20,10,8,90,46
00010213,10/abr/22,24,20,35,33
00010214,31/sep/22,21,1,8,16
00010215,31/sep/22,20,1,45,56
00010216,12/abr/20,17,2,88,61
00010217,28/sep/21,31,10,57,23
00010218,31/sep/21,7,11,97,62
00010219,15/mar/22,28,12,56,86
00010220,06/ago/21,25,8,56,57
00010221,22/ago/20,7,19,90,94
00010222,30/may/22,9,4,53,32
00010223,10/ago/22,19,3,17,84
00010224,30/oct/21,20,7,93,76
00010225,30/jul/20,13,14,96,16
00010226,09/nov/21,30,3,12,91
00010227,14/abr/21,9,7,78,25
00010228,04/sep/22,21,4,52,75
00010229,30/jul/21,5,9,45,90
00010230,14/ene/20,8,16,1,24
00010231,30/oct/20,27,1,18,42
00010232,31/jun/22,26,1,6,51
00010233,30/jul/20,9,13,20,6
00010234,30/oct/22,2,8,39,33
00010235,30/jul/22,6,7,84,33
00010236,31/mar/20,27,8,26,29
00010237,05/ago/21,30,2,49,98
00010238,30/may/22,9,10,37,32
00010239,13/ago/22,14,4,3,67
00010240,07/jun/20,5,18,46,92
00010241,14/jun/22,7,8,52,31
00010242,30/jul/22,5,13,46,34
00010243,25/nov/20,6,20,14,26
00010244,29/mar/21,28,7,20,9
00010245,21/ago/21,19,5,3,47
00010246,30/jul/21,14,20,30,71
00010247,22/dic/22,18,17,94,3
00010248,30/jul/22,10,12,31,29
00010249,27/ene/21,7,1,46,84
00010250,16/ago/20,28,10,29,69
00010251,08/dic/21,25,8,59,81
00010252,06/sep/20,32,14,85,36
00010253,08/abr/22,14,6,61,71
00010254,30/oct/20,17,1,52,27
00010255,03/ago/20,8,10,100,41
00010256,08/dic/20,4,11,77,53
00010257,19/mar/21,5,4,12,20
00010258,17/nov/21,10,18,34,2
00010259,30/oct/20,9,19,36,90
00010260,30/dic/21,4,1,24,35
00010261,30/may/22,2,9,10,93
00010262,30/jul/20,21,20,15,10
00010263,22/ene/21,1,15,86,35
00010264,28/nov/22,25,6,53,55
00010265,18/abr/21,29,6,41,50
00010266,04/nov/20,21,20,31,40
00010267,30/jul/22,28,2,79,78
00010268,30/jul/20,13,6,30,11
00010269,23/sep/22,23,11,22,54
00010270,30/oct/22,10,7,16,29
00010271,31/jun/22,5,3,58,1
00010272,30/may/22,26,3,73,83
00010273,30/oct/21,1,9,85,8
00010274,30/jul/20,25,5,16,4
00010275,04/nov/21,10,5,67,84
00010276,02/abr/21,14,17,83,80
00010277,16/mar/22,17,12,15,56
00010278,10/abr/21,17,1,7,43
00010279,30/oct/20,21,12,99,77
00010280,30/jul/21,17,6,29,79
00010281,03/ago/20,20,5,53,72
00010282,24/jun/22,5,4,32,40
00010283,30/may/20,15,15,46,85
00010284,04/ene/22,27,4,16,57
00010285,30/may/22,17,17,41,9
00010286,07/feb/20,21,14,69,42
00010287,24/sep/22,16,10,11,16
00010288,30/oct/20,22,6,56,18
00010289,07/mar/21,25,16,41,14
00010290,02/feb/22,32,6,75,46
00010291,30/jul/22,32,8,17,15
00010292,09/sep/21,27,16,59,80
00010293,09/sep/20,12,6,55,73
00010294,27/ene/22,2,11,96,68
00010295,28/jun/21,17,9,54,14
00010296,08/sep/21,18,19,73,83
00010297,27/feb/21,1,3,74,27
00010298,30/oct/20,18,17,13,60
00010299,31/jun/20,32,1,39,97
00010300,19/jun/20,26,4,35,52
00010301,30/may/20,32,12,34,90
00010302,06/ene/20,13,12,2,37
00010303,08/mar/21,26,1,46,27
00010304,30/jul/21,4,2,17,76
00010305,30/may/21,16,13,6,47
00010306,30/may/22,24,1,40,48
00010307,20/dic/22,31,6,67,68
00010308,16/abr/21,1,1,41,81
00010309,30/jul/20,2,9,60,69
00010310,08/nov/21,1,16,48,59
00010311,04/mar/22,16,17,97,37
00010312,22/mar/21,28,14,68,26
00010313,21/sep/21,4,14,82,50
00010314,30/may/22,20,10,70,66
00010315,23/ene/22,16,6,15,60
00010316,16/abr/21,23,19,89,54
00010317,11/mar/21,22,12,39,99
00010318,30/may/20,14,13,73,80
00010319,20/dic/21,16,9,12,54
00010320,16/nov/20,19,8,17,83
00010321,08/nov/22,29,13,65,47
00010322,19/abr/22,13,5,21,20
00010323,02/ago/21,25,17,96,35
00010324,30/oct/21,13,6,4,23
00010325,18/jun/22,28,1,24,42
00010326,05/mar/20,31,10,51,15
00010327,30/jul/22,12,20,13,44
00010328,09/feb/21,17,14,53,60
00010329,04/abr/22,6,4,25,42
00010330,02/feb/21,22,13,49,78
00010331,12/jun/22,23,2,76,51
00010332,13/sep/20,6,5,3,80
00010333,26/abr/20,18,13,80,53
00010334,06/nov/22,32,18,8,18
00010335,13/nov/22,26,15,84,28
00010336,30/oct/21,3,7,100,52
00010337,26/ene/22,31,15,51,10
00010338,18/ene/21,15,17,79,17
00010339,04/sep/22,18,17,85,73
00010340,22/nov/21,2,8,46,59
00010341,03/ene/20,3,11,98,39
00010342,30/jun/22,25,3,65,49
00010343,07/ago/22,16,10,38,83
00010344,29/mar/20,12,13,92,72
00010345,16/ago/22,18,13,50,25
00010346,17/nov/22,31,2,20,9
00010347,16/ene/22,32,12,17,46
00010348,19/sep/21,28,2,23,53
00010349,23/dic/22,22,16,64,56
00010350,21/abr/22,25,8,86,7
00010351,07/ago/21,23,12,30,5
00010352,24/jun/22,8,1,35,51
00010353,07/abr/21,30,6,96,91
00010354,23/abr/20,28,15,69,56
00010355,25/dic/21,10,8,31,69
00010356,30/oct/21,5,10,99,36
00010357,01/sep/21,3,20,83,40
00010358,21/ago/21,22,2,52,31
00010359,02/jun/21,27,5,9,15
00010360,30/jul/21,22,11,67,28
00010361,29/dic/20,1,8,33,76
00010362,26/mar/22,2,20,75,74
00010363,30/sep/22,1,15,23,87
00010364,30/may/22,30,8,1,54
00010365,30/jul/20,25,7,84,27
00010366,14/ago/21,15,5,7,70
00010367,14/ene/22,24,15,54,45
00010368,20/jun/20,14,3,17,28
00010369,30/abr/22,18,20,40,92
00010370,22/abr/21,29,2,80,7
00010371,16/mar/22,15,12,29,15
00010372,05/ene/22,31,15,39,44
00010373,19/sep/21,21,7,65,81
00010374,30/jul/21,19,13,80,42
00010375,10/ago/21,4,16,63,35
00010376,19/ago/22,17,3,29,51
00010377,16/abr/21,3,15,93,84
00010378,30/jul/21,7,15,74,81
00010379,27/feb/20,24,16,1,9
00010380,19/ene/22,17,14,88,11
00010381,31/mar/22,10,15,18,12
00010382,16/dic/22,21,11,11,70
00010383,27/jun/22,28,18,58,70
00010384,28/feb/20,28,4,16,18
00010385,30/jul/20,3,7,51,75
00010386,04/abr/21,7,4,84,45
00010387,09/sep/20,30,18,49,100
00010388,09/jun/20,15,13,95,13
00010389,15/dic/21,17,17,70,20
00010390,06/ene/20,2,15,12,98
00010391,23/ene/22,17,16,12,61
00010392,28/sep/21,28,20,65,26
00010393,12/mar/20,10,10,47,13
00010394,01/jun/22,19,13,70,43
00010395,09/feb/21,20,17,50,70
